transaction_id,date,customer_id,amount,category,region,payment_method,merchant_name
TXN_008330,2024-07-20,CUST_5299,104.09,Office Supplies,East,Direct Debit,British Airways
TXN_008853,2024-07-20,CUST_2806,56.56,Utilities,South,Cash,Maintenance Services
TXN_008987,2024-07-20,CUST_6712,1845.36,Consulting,West,Cash,Tech Solutions Ltd
TXN_009015,2024-07-20,CUST_8972,,Travel,East,Card,Maintenance Services
TXN_009174,2024-07-20,CUST_5606,410.03,Office Supplies,South,Card,Industrial Supply Co
TXN_009208,2024-07-20,CUST_5443,931.92,Marketing,West,Cash,Software Vendor
TXN_009227,2024-07-20,CUST_4093,790.86,Marketing,North,Cash,Stationary World
TXN_009310,2024-07-20,CUST_3599,920.26,Utilities,West,Card,Marketing Agency Ltd
TXN_009878,2024-07-20,CUST_8288,1162.68,Office Supplies,West,Card,City Hotel
TXN_001639,2024-07-21,CUST_1703,281.73,Office Supplies,East,Card,Marketing Agency Ltd
TXN_002021,2024-07-21,CUST_4747,1251.16,Office Supplies,South,Cash,Tech Solutions Ltd
TXN_002047,2024-07-21,CUST_3196,1111.8,Legal,South,Card,Software Vendor
TXN_002397,2024-07-21,CUST_8568,877.23,legal,South,Transfer,Cloud Services Inc
TXN_002411,2024-07-21,CUST_1141,797.31,Equipment,West,Direct Debit,Advisory Partners
TXN_002445,2024-07-21,CUST_6827,325.68,equipment,North,Card,Tech Solutions Ltd
TXN_002506,2024-07-21,CUST_5796,458.19,Training,East,Cash,City Hotel
TXN_002984,2024-07-21,CUST_7516,420.54,equipment,North,Direct Debit,Marketing Agency Ltd
TXN_003062,2024-07-21,CUST_7102,1512.31,Travel,South,Direct Debit,Learning Academy
TXN_003392,2024-07-21,CUST_8967,1164.46,legal,South,Card,Stationary World
TXN_004183,2024-07-21,CUST_6904,1488.48,Legal,East,Cash,
TXN_005174,2024-07-21,CUST_3721,1871.17,Utilities,South,Cash,Office Depot
TXN_005811,2024-07-21,CUST_1579,1658.27,legal,East,Direct Debit,Stationary World
TXN_005843,2024-07-21,CUST_4626,1984.39,Marketing,West,Card,Office Depot
TXN_006653,2024-07-21,CUST_6660,1326.15,IT Services,South,Transfer,Maintenance Services
TXN_007116,2024-07-21,CUST_1837,1944.93,Training,North,Transfer,Industrial Supply Co
TXN_007968,2024-07-21,CUST_9431,815.44,Travel,East,Card,
TXN_008010,2024-07-21,CUST_6121,628.72,Marketing,West,Cash,
TXN_008415,2024-07-21,CUST_9457,1164.05,Maintenance,North,Transfer,Tech Solutions Ltd
TXN_008607,2024-07-21,CUST_3018,1779.94,it services,West,Transfer,Industrial Supply Co
TXN_008975,2024-07-21,CUST_5926,1351.28,Office Supplies,North,Direct Debit,Learning Academy
TXN_009201,2024-07-21,CUST_8091,1222.41,Consulting,South,Direct Debit,
TXN_009394,2024-07-21,CUST_9484,1666.92,marketing,West,Direct Debit,
TXN_000384,2024-07-22,CUST_5249,1672.23,Maintenance,South,Cash,Power Supply Co
TXN_000598,2024-07-22,CUST_8409,264.43,Legal,North,Cash,British Airways
TXN_000898,2024-07-22,CUST_5225,1589.97,Training,East,Direct Debit,Legal Advisors
TXN_000921,2024-07-22,CUST_9795,169.36,Equipment,North,Direct Debit,Maintenance Services
TXN_001009,2024-07-22,CUST_1832,1801.23,Travel,North,Transfer,Stationary World
TXN_001303,2024-07-22,CUST_2591,50.02,Office Supplies,South,Cash,
TXN_002380,2024-07-22,CUST_7344,1819.17,consulting,North,Direct Debit,Cloud Services Inc
TXN_002517,2024-07-22,CUST_1703,122.7,Equipment,West,Direct Debit,Maintenance Services
TXN_002841,2024-07-22,CUST_7687,432.65,Utilities,West,Cash,British Airways
TXN_002877,2024-07-22,CUST_3624,483.27,equipment,West,Card,British Airways
TXN_003752,2024-07-22,CUST_5478,1125.36,Travel,South,Transfer,Cloud Services Inc
TXN_004423,2024-07-22,CUST_2907,1380.95,Maintenance,West,Card,Learning Academy
TXN_004727,2024-07-22,CUST_9210,816.49,Travel,East,Direct Debit,Learning Academy
TXN_004857,2024-07-22,CUST_8607,689.01,Consulting,South,Card,Learning Academy
TXN_005158,2024-07-22,CUST_5225,637.25,Office Supplies,South,Cash,Maintenance Services
TXN_005678,2024-07-22,CUST_5314,1222.25,Equipment,South,Transfer,Software Vendor
TXN_006186,2024-07-22,CUST_6336,1850.39,Training,South,Card,Maintenance Services
TXN_006299,2024-07-22,CUST_6795,1429.41,it services,West,Card,
TXN_007030,2024-07-22,CUST_2531,1715.66,Marketing,East,Direct Debit,Learning Academy
TXN_007256,2024-07-22,CUST_6752,1228.36,Legal,East,Cash,Industrial Supply Co
TXN_007293,2024-07-22,CUST_6783,698.99,Training,South,Cash,Power Supply Co
TXN_007357,2024-07-22,CUST_1055,11636.7,Consulting,North,Cash,Software Vendor
TXN_007375,2024-07-22,CUST_1104,656.89,Equipment,South,Direct Debit,Office Depot
TXN_007451,2024-07-22,CUST_2702,1362.62,Maintenance,East,Transfer,Software Vendor
TXN_007518,2024-07-22,CUST_3322,1608.19,consulting,East,Transfer,Office Depot
TXN_007632,2024-07-22,CUST_9234,1894.67,Office Supplies,West,Transfer,Cloud Services Inc
TXN_007985,2024-07-22,CUST_5593,1635.36,Office Supplies,South,Transfer,Power Supply Co
TXN_009976,2024-07-22,CUST_1376,942.49,Utilities,West,Transfer,
TXN_009980,2024-07-22,CUST_8519,192.32,Equipment,West,Transfer,City Hotel
TXN_000028,2024-07-23,CUST_3734,727.3,Travel,,Card,City Hotel
TXN_000166,2024-07-23,CUST_1854,16472.56,Office Supplies,North,Transfer,Learning Academy
TXN_000759,2024-07-23,CUST_7168,1580.94,Consulting,West,Card,Industrial Supply Co
TXN_000909,2024-07-23,CUST_3443,221.95,Equipment,West,Direct Debit,Learning Academy
TXN_001157,2024-07-23,CUST_6895,,Training,East,Cash,Industrial Supply Co
TXN_002077,2024-07-23,CUST_7279,796.94,consulting,North,Cash,Industrial Supply Co
TXN_002224,2024-07-23,CUST_2449,398.31,,,Card,Industrial Supply Co
TXN_003053,2024-07-23,CUST_7474,204.84,Consulting,South,Transfer,Conference Center
TXN_003127,2024-07-23,CUST_2105,809.43,Marketing,North,Card,Stationary World
TXN_003399,2024-07-23,CUST_4490,1745.42,Equipment,East,Direct Debit,Maintenance Services
TXN_003679,2024-07-23,CUST_3561,798.82,IT Services,North,Transfer,
TXN_003746,2024-07-23,CUST_2258,1776.07,Office Supplies,,Direct Debit,Conference Center
TXN_003889,2024-07-23,CUST_2447,1156.18,consulting,,Cash,Advisory Partners
TXN_003986,2024-07-23,CUST_6447,791.84,IT Services,West,Transfer,Software Vendor
TXN_004075,2024-07-23,CUST_5567,426.95,Travel,North,Direct Debit,Marketing Agency Ltd
TXN_006260,2024-07-23,CUST_5065,314.72,Office Supplies,North,Cash,
TXN_006708,2024-07-23,CUST_8482,1431.42,Training,North,Direct Debit,Industrial Supply Co
TXN_006834,2024-07-23,CUST_3983,1307.03,Training,North,Transfer,Maintenance Services
TXN_006838,2024-07-23,CUST_5581,109.35,Maintenance,South,Card,British Airways
TXN_007775,2024-07-23,CUST_5814,1048.76,Utilities,North,Transfer,
TXN_008320,2024-07-23,CUST_6397,1415.15,IT Services,North,Transfer,British Airways
TXN_008364,2024-07-23,CUST_8938,581.35,Travel,West,Direct Debit,Industrial Supply Co
TXN_009642,2024-07-23,CUST_8614,427.08,utilities,West,Transfer,Software Vendor
TXN_000084,2024-07-24,CUST_3695,754.88,Equipment,North,Card,Industrial Supply Co
TXN_000144,2024-07-24,CUST_9901,451.84,Equipment,West,Cash,Marketing Agency Ltd
TXN_000795,2024-07-24,CUST_6560,1200.35,IT Services,North,Card,Learning Academy
TXN_001394,2024-07-24,CUST_9984,1003.54,Travel,East,Direct Debit,Power Supply Co
TXN_001686,2024-07-24,CUST_9212,17991.73,Marketing,East,Card,Industrial Supply Co
TXN_002221,2024-07-24,CUST_2171,1087.43,Equipment,South,Transfer,British Airways
TXN_002300,2024-07-24,CUST_9676,1185.09,equipment,West,Transfer,Advisory Partners
TXN_002855,2024-07-24,CUST_6590,86.32,consulting,North,Card,Maintenance Services
TXN_003182,2024-07-24,CUST_9575,1555.79,Office Supplies,South,Transfer,Power Supply Co
TXN_004210,2024-07-24,CUST_7928,1008.13,Maintenance,North,Direct Debit,Advisory Partners
TXN_005329,2024-07-24,CUST_2203,1418.69,legal,West,Transfer,Cloud Services Inc
TXN_005423,2024-07-24,CUST_6994,776.46,Training,,Direct Debit,British Airways
TXN_005825,2024-07-24,CUST_7747,1851.19,Consulting,South,Card,
TXN_005996,2024-07-24,CUST_7082,690.34,Training,,Card,Tech Solutions Ltd
TXN_006545,2024-07-24,CUST_8961,489.42,Training,North,Card,Legal Advisors
TXN_007004,2024-07-24,CUST_2764,1444.06,Office Supplies,West,Direct Debit,Industrial Supply Co
TXN_007202,2024-07-24,CUST_7861,653.59,IT Services,,Transfer,Office Depot
TXN_007633,2024-07-24,CUST_8923,100.06,Travel,West,Direct Debit,Maintenance Services
TXN_007976,2024-07-24,CUST_8002,1061.43,Office Supplies,South,Direct Debit,Advisory Partners
TXN_009471,2024-07-24,CUST_9851,460.03,IT Services,South,Card,British Airways
TXN_009660,2024-07-24,CUST_2536,213.02,Legal,South,Card,
TXN_009678,2024-07-24,CUST_5687,1665.28,Equipment,West,Direct Debit,Tech Solutions Ltd
TXN_009869,2024-07-24,CUST_5786,15469.86,Consulting,East,Transfer,British Airways
TXN_000321,2024-07-25,CUST_3950,1609.05,Travel,,Direct Debit,Tech Solutions Ltd
TXN_001361,2024-07-25,CUST_9954,,Training,South,Transfer,Office Depot
TXN_001515,2024-07-25,CUST_7078,1499.6,,West,Transfer,Tech Solutions Ltd
TXN_001873,2024-07-25,CUST_6772,1456.05,Marketing,South,Direct Debit,Power Supply Co
TXN_002212,2024-07-25,CUST_3643,106.66,Maintenance,North,Direct Debit,Learning Academy
TXN_002829,2024-07-25,CUST_3780,1720.4,Legal,East,Direct Debit,City Hotel
TXN_002861,2024-07-25,CUST_8016,61.32,Travel,West,Cash,Stationary World
TXN_002930,2024-07-25,CUST_8430,205.53,IT Services,South,Cash,Maintenance Services
TXN_003099,2024-07-25,CUST_5444,1719.01,Travel,South,Card,Tech Solutions Ltd
TXN_003116,2024-07-25,CUST_1628,1627.87,Consulting,South,Card,Cloud Services Inc
TXN_004166,2024-07-25,CUST_2587,274.69,Legal,North,Card,
TXN_004369,2024-07-25,CUST_8347,128.01,Utilities,West,Direct Debit,
TXN_004827,2024-07-25,CUST_5206,1576.48,IT Services,South,Cash,Industrial Supply Co
TXN_005149,2024-07-25,CUST_2045,1556.94,IT Services,East,Transfer,Marketing Agency Ltd
TXN_005301,2024-07-25,CUST_7937,5779.16,Legal,East,Direct Debit,Software Vendor
TXN_005418,2024-07-25,CUST_5368,1844.84,Maintenance,West,Card,Maintenance Services
TXN_005710,2024-07-25,CUST_1544,1270.36,consulting,West,Transfer,Software Vendor
TXN_005750,2024-07-25,CUST_3911,1959.31,Consulting,South,Transfer,Office Depot
TXN_006232,2024-07-25,CUST_9505,1163.83,Legal,North,Cash,Industrial Supply Co
TXN_007492,2024-07-25,CUST_9005,1017.39,equipment,East,Transfer,Software Vendor
TXN_007851,2024-07-25,CUST_1773,1524.22,Marketing,West,Transfer,Stationary World
TXN_007898,2024-07-25,CUST_9903,1119.42,Utilities,North,Transfer,Power Supply Co
TXN_008965,2024-07-25,CUST_2660,7970.51,Travel,North,Transfer,Software Vendor
TXN_009978,2024-07-25,CUST_5213,809.84,IT Services,West,Cash,City Hotel
TXN_000529,2024-07-26,CUST_6977,1867.17,IT Services,North,Transfer,Cloud Services Inc
TXN_000530,2024-07-26,CUST_5268,619.21,Marketing,,Direct Debit,City Hotel
TXN_001398,2024-07-26,CUST_3255,1815.54,,South,Card,Tech Solutions Ltd
TXN_001996,2024-07-26,CUST_2668,476.41,IT Services,North,Transfer,British Airways
TXN_002156,2024-07-26,CUST_1659,486.7,legal,North,Card,Maintenance Services
TXN_002527,2024-07-26,CUST_4112,1795.07,marketing,South,Card,Marketing Agency Ltd
TXN_003502,2024-07-26,CUST_7121,1582.25,Marketing,East,Direct Debit,Maintenance Services
TXN_004383,2024-07-26,CUST_5933,1664.29,IT Services,North,Direct Debit,Power Supply Co
TXN_004898,2024-07-26,CUST_2940,1490.86,Equipment,West,Card,City Hotel
TXN_005571,2024-07-26,CUST_9433,1722.14,Training,West,Card,Conference Center
TXN_006366,2024-07-26,CUST_8141,925.82,Office Supplies,East,Card,Industrial Supply Co
TXN_006871,2024-07-26,CUST_6024,1344.18,Maintenance,Sth,Cash,Software Vendor
TXN_007220,2024-07-26,CUST_8846,539.43,Equipment,North,Transfer,Marketing Agency Ltd
TXN_007788,2024-07-26,CUST_7720,50.48,IT Services,South,Card,Learning Academy
TXN_007860,2024-07-26,CUST_1481,1840.4,IT Services,South,Transfer,Power Supply Co
TXN_008686,2024-07-26,CUST_9498,1791.52,,East,Cash,Office Depot
TXN_008872,2024-07-26,CUST_2203,189.28,Office Supplies,East,Cash,City Hotel
TXN_009456,2024-07-26,CUST_6790,,Travel,North,Direct Debit,Power Supply Co
TXN_009924,2024-07-26,CUST_8069,1683.78,Consulting,East,Transfer,Learning Academy
TXN_009949,2024-07-26,CUST_6172,1202.29,Office Supplies,West,Transfer,Software Vendor
TXN_000034,2024-07-27,CUST_2528,1426.09,Travel,West,Transfer,
TXN_000113,2024-07-27,CUST_8721,1699.68,Training,South,Cash,Software Vendor
TXN_000469,2024-07-27,CUST_9082,698.56,travel,East,Transfer,Advisory Partners
TXN_000568,2024-07-27,CUST_8575,429.38,Marketing,West,Cash,Industrial Supply Co
TXN_000583,2024-07-27,CUST_7132,238.5,Consulting,East,Cash,Marketing Agency Ltd
TXN_000584,2024-07-27,CUST_8891,1038.42,IT Services,West,Cash,Conference Center
TXN_000672,2024-07-27,CUST_7327,1526.21,IT Services,North,Transfer,Industrial Supply Co
TXN_000956,2024-07-27,CUST_7490,419.44,Consulting,West,Card,Marketing Agency Ltd
TXN_003351,2024-07-27,CUST_6633,682.24,Marketing,North,Direct Debit,Industrial Supply Co
TXN_003479,2024-07-27,CUST_9312,284.52,Utilities,East,Cash,British Airways
TXN_003545,2024-07-27,CUST_5507,14879.73,Office Supplies,North,Card,Maintenance Services
TXN_003675,2024-07-27,CUST_9841,1213.86,Marketing,South,Direct Debit,Software Vendor
TXN_003981,2024-07-27,CUST_3979,1999.65,Maintenance,East,Card,Maintenance Services
TXN_004053,2024-07-27,CUST_9464,602.34,Office Supplies,West,Transfer,Conference Center
TXN_004256,2024-07-27,CUST_1422,279.87,Legal,West,Transfer,Office Depot
TXN_004471,2024-07-27,CUST_2015,694.59,,North,Cash,Legal Advisors
TXN_004514,2024-07-27,CUST_8697,18763.45,Legal,East,Direct Debit,Office Depot
TXN_004710,2024-07-27,CUST_2301,172.18,Utilities,South,Direct Debit,Office Depot
TXN_004772,2024-07-27,CUST_4124,833.75,Utilities,North,Cash,Cloud Services Inc
TXN_005858,2024-07-27,CUST_2812,567.67,Consulting,East,Direct Debit,Maintenance Services
TXN_007128,2024-07-27,CUST_5784,,legal,North,Card,Marketing Agency Ltd
TXN_007197,2024-07-27,CUST_7592,1996.55,Travel,East,Direct Debit,
TXN_007200,2024-07-27,CUST_3513,378.89,Equipment,West,Direct Debit,
TXN_007580,2024-07-27,CUST_2259,119.29,Training,South,Cash,
TXN_008231,2024-07-27,CUST_3819,1088.4,Legal,East,Transfer,City Hotel
TXN_008250,2024-07-27,CUST_3690,1076.0,Legal,South,Transfer,Cloud Services Inc
TXN_008593,2024-07-27,CUST_1154,1449.14,Maintenance,East,Direct Debit,
TXN_009050,2024-07-27,CUST_1270,1570.33,Marketing,East,Card,Industrial Supply Co
TXN_009382,2024-07-27,CUST_4598,1725.14,Marketing,West,Transfer,Advisory Partners
TXN_009465,2024-07-27,CUST_6611,1521.78,Maintenance,North,Transfer,City Hotel
TXN_009628,2024-07-27,CUST_1404,1513.06,IT Services,West,Transfer,Advisory Partners
TXN_009693,2024-07-27,CUST_1847,,Training,North,Card,Learning Academy
TXN_000389,2024-07-28,CUST_6188,10892.0,IT Services,North,Transfer,Conference Center
TXN_000465,2024-07-28,CUST_1698,,Legal,North,Direct Debit,
TXN_000625,2024-07-28,CUST_8245,1511.19,it services,East,Direct Debit,Learning Academy
TXN_000950,2024-07-28,CUST_2625,381.79,Equipment,East,Card,Advisory Partners
TXN_001000,2024-07-28,CUST_4335,1827.64,training,South,Card,Advisory Partners
TXN_001412,2024-07-28,CUST_1959,890.02,Consulting,North,Transfer,Tech Solutions Ltd
TXN_001457,2024-07-28,CUST_2949,812.06,Equipment,East,Direct Debit,Stationary World
TXN_001852,2024-07-28,CUST_8693,1561.9,consulting,North,Card,City Hotel
TXN_002165,2024-07-28,CUST_9691,316.55,Travel,South,Direct Debit,Stationary World
TXN_002520,2024-07-28,CUST_2800,588.56,Marketing,South,Direct Debit,Industrial Supply Co
TXN_002793,2024-07-28,CUST_9448,474.13,Office Supplies,East,Direct Debit,Tech Solutions Ltd
TXN_003474,2024-07-28,CUST_5970,209.69,Marketing,West,Transfer,Advisory Partners
TXN_004237,2024-07-28,CUST_3284,985.3,Travel,South,Direct Debit,Maintenance Services
TXN_005607,2024-07-28,CUST_9787,11957.96,,South,Direct Debit,City Hotel
TXN_006212,2024-07-28,CUST_4320,832.45,Office Supplies,South,Transfer,Marketing Agency Ltd
TXN_006320,2024-07-28,CUST_1100,570.29,Travel,West,Transfer,City Hotel
TXN_007588,2024-07-28,CUST_7111,265.81,Marketing,East,Cash,Cloud Services Inc
TXN_007673,2024-07-28,CUST_2543,9626.84,Training,North,Card,
TXN_007817,2024-07-28,CUST_6939,1551.89,Office Supplies,North,Card,Software Vendor
TXN_009349,2024-07-28,CUST_3419,210.98,Equipment,South,Card,Industrial Supply Co
TXN_009803,2024-07-28,CUST_7437,1594.85,Utilities,East,Cash,Software Vendor
TXN_009950,2024-07-28,CUST_1703,1656.13,Consulting,North,Cash,Stationary World
TXN_000366,2024-07-29,CUST_3838,,Equipment,West,Transfer,Learning Academy
TXN_001216,2024-07-29,CUST_4810,341.29,Equipment,East,Card,Advisory Partners
TXN_002706,2024-07-29,CUST_3660,86.99,IT Services,East,Direct Debit,Stationary World
TXN_002759,2024-07-29,CUST_9182,801.25,,West,Card,Office Depot
TXN_002970,2024-07-29,CUST_4866,594.45,Legal,North,Card,Cloud Services Inc
TXN_003052,2024-07-29,CUST_8888,899.55,Travel,West,Transfer,Advisory Partners
TXN_003547,2024-07-29,CUST_8751,946.4,Marketing,South,Cash,Legal Advisors
TXN_003779,2024-07-29,CUST_8031,1578.09,Marketing,East,Cash,
TXN_004631,2024-07-29,CUST_5362,369.46,Equipment,South,Transfer,Maintenance Services
TXN_004806,2024-07-29,CUST_7256,12781.49,training,East,Transfer,Software Vendor
TXN_005029,2024-07-29,CUST_2490,1467.49,Travel,West,Transfer,Learning Academy
TXN_005542,2024-07-29,CUST_1865,1941.43,Marketing,West,Direct Debit,Stationary World
TXN_006798,2024-07-29,CUST_8847,1197.79,Office Supplies,East,Transfer,Cloud Services Inc
TXN_007052,2024-07-29,CUST_7222,982.19,Equipment,West,Card,Power Supply Co
TXN_007132,2024-07-29,CUST_9728,1357.75,maintenance,East,Transfer,Industrial Supply Co
TXN_007138,2024-07-29,CUST_1889,112.22,Training,West,Cash,Maintenance Services
TXN_007226,2024-07-29,CUST_6263,205.83,Maintenance,West,Transfer,Tech Solutions Ltd
TXN_007326,2024-07-29,CUST_2309,1801.68,Maintenance,East,Direct Debit,British Airways
TXN_007639,2024-07-29,CUST_3224,8959.24,Marketing,South,Card,Cloud Services Inc
TXN_008256,2024-07-29,CUST_2495,1653.13,training,South,Direct Debit,Power Supply Co
TXN_008447,2024-07-29,CUST_6266,1127.75,Maintenance,South,Card,Maintenance Services
TXN_008895,2024-07-29,CUST_5942,1843.27,,West,Transfer,Maintenance Services
TXN_009031,2024-07-29,CUST_2471,171.4,Marketing,North,Cash,Power Supply Co
TXN_009330,2024-07-29,CUST_4676,1817.09,Training,West,Card,Advisory Partners
TXN_009337,2024-07-29,CUST_1076,1272.84,,North,Direct Debit,
TXN_009351,2024-07-29,CUST_8143,1974.84,Consulting,South,Card,Maintenance Services
TXN_009649,2024-07-29,CUST_2652,111.34,,South,Card,Industrial Supply Co
TXN_009709,2024-07-29,CUST_2919,179.97,maintenance,North,Direct Debit,
TXN_000214,2024-07-30,CUST_5061,945.91,Utilities,North,Direct Debit,City Hotel
TXN_000648,2024-07-30,CUST_3814,153.26,Travel,West,Card,
TXN_001211,2024-07-30,CUST_9502,7370.63,Office Supplies,South,Transfer,City Hotel
TXN_001316,2024-07-30,CUST_5286,738.26,Legal,North,Cash,City Hotel
TXN_001974,2024-07-30,CUST_3279,294.15,Equipment,North,Transfer,Maintenance Services
TXN_002157,2024-07-30,CUST_3010,997.5,Utilities,West,Card,Office Depot
TXN_002643,2024-07-30,CUST_4415,862.73,Utilities,West,Transfer,Advisory Partners
TXN_003205,2024-07-30,CUST_4273,500.06,Consulting,South,Card,Industrial Supply Co
TXN_004295,2024-07-30,CUST_6634,968.89,office supplies,North,Transfer,Stationary World
TXN_004809,2024-07-30,CUST_6831,1162.61,Marketing,North,Cash,
TXN_004844,2024-07-30,CUST_5683,1653.66,it services,North,Transfer,Learning Academy
TXN_005123,2024-07-30,CUST_5657,1553.94,Office Supplies,North,Card,Advisory Partners
TXN_005309,2024-07-30,CUST_8996,1842.18,Marketing,West,Transfer,Cloud Services Inc
TXN_005387,2024-07-30,CUST_9044,,,East,Cash,Power Supply Co
TXN_005980,2024-07-30,CUST_2502,11675.12,Training,South,Transfer,Office Depot
TXN_006106,2024-07-30,CUST_4933,1430.84,,North,Direct Debit,Conference Center
TXN_006325,2024-07-30,CUST_8226,1196.97,Training,East,Cash,
TXN_006475,2024-07-30,CUST_1677,957.33,Marketing,South,Cash,Maintenance Services
TXN_006502,2024-07-30,CUST_9417,1634.51,Maintenance,North,Direct Debit,Software Vendor
TXN_006516,2024-07-30,CUST_5228,681.55,Utilities,South,Transfer,Maintenance Services
TXN_006712,2024-07-30,CUST_4513,695.21,Marketing,South,Transfer,Stationary World
TXN_006863,2024-07-30,CUST_9526,351.78,,East,Card,Office Depot
TXN_008317,2024-07-30,CUST_1096,821.24,Consulting,North,Card,Stationary World
TXN_008767,2024-07-30,CUST_8130,,Consulting,North,Card,Marketing Agency Ltd
TXN_009213,2024-07-30,CUST_3845,154.9,Utilities,North,Direct Debit,Stationary World
TXN_000407,2024-07-31,CUST_1851,381.66,Consulting,,Cash,Maintenance Services
TXN_000461,2024-07-31,CUST_9787,1650.97,Legal,West,Direct Debit,
TXN_000683,2024-07-31,CUST_4818,1081.34,Training,South,Card,Learning Academy
TXN_000828,2024-07-31,CUST_1235,1408.73,Training,East,Direct Debit,Marketing Agency Ltd
TXN_001599,2024-07-31,CUST_9467,1164.85,equipment,East,Transfer,Learning Academy
TXN_001719,2024-07-31,CUST_6203,443.16,Marketing,South,Transfer,Conference Center
TXN_001828,2024-07-31,CUST_3408,209.95,Equipment,East,Cash,Learning Academy
TXN_002030,2024-07-31,CUST_1521,1287.9,Consulting,North,Card,British Airways
TXN_002362,2024-07-31,CUST_9381,244.08,Training,North,Card,Cloud Services Inc
TXN_002479,2024-07-31,CUST_2846,10387.39,Training,West,Transfer,Power Supply Co
TXN_002947,2024-07-31,CUST_4173,1696.07,Consulting,North,Direct Debit,Learning Academy
TXN_003121,2024-07-31,CUST_3765,1500.33,Maintenance,East,Cash,City Hotel
TXN_003769,2024-07-31,CUST_6780,845.78,Legal,West,Card,Stationary World
TXN_003891,2024-07-31,CUST_7381,1681.22,Legal,South,Transfer,
TXN_004101,2024-07-31,CUST_7511,1536.98,office supplies,Nrth,Direct Debit,Industrial Supply Co
TXN_005243,2024-07-31,CUST_8325,121.38,,East,Direct Debit,Cloud Services Inc
TXN_006020,2024-07-31,CUST_4127,412.54,Legal,North,Cash,Power Supply Co
TXN_006024,2024-07-31,CUST_2164,1580.82,Travel,North,Direct Debit,Legal Advisors
TXN_006636,2024-07-31,CUST_1648,1674.77,Equipment,West,Card,Power Supply Co
TXN_006811,2024-07-31,CUST_8637,1805.29,Legal,West,Transfer,Office Depot
TXN_006901,2024-07-31,CUST_2823,998.53,Marketing,East,Transfer,Office Depot
TXN_006994,2024-07-31,CUST_1743,1570.29,Office Supplies,West,Card,Industrial Supply Co
TXN_007617,2024-07-31,CUST_3625,144.6,Maintenance,South,Transfer,Marketing Agency Ltd
TXN_007675,2024-07-31,CUST_6295,1644.01,Utilities,North,Card,British Airways
TXN_007809,2024-07-31,CUST_5390,85.2,IT Services,South,Direct Debit,City Hotel
TXN_008570,2024-07-31,CUST_2331,1206.55,Training,North,Cash,Power Supply Co
TXN_008603,2024-07-31,CUST_7032,116.92,Consulting,South,Direct Debit,
TXN_009272,2024-07-31,CUST_8790,16923.25,Marketing,East,Cash,British Airways
TXN_000196,2024-08-01,CUST_7546,1788.75,Maintenance,West,Direct Debit,Legal Advisors
TXN_000416,2024-08-01,CUST_9002,1543.36,Marketing,West,Cash,Marketing Agency Ltd
TXN_000495,2024-08-01,CUST_9924,737.85,Travel,North,Direct Debit,British Airways
TXN_001103,2024-08-01,CUST_6490,308.95,Office Supplies,South,Card,British Airways
TXN_001365,2024-08-01,CUST_6126,875.98,,South,Card,Conference Center
TXN_001509,2024-08-01,CUST_1661,1031.28,Consulting,,Transfer,Marketing Agency Ltd
TXN_001820,2024-08-01,CUST_5895,1930.65,Travel,South,Cash,British Airways
TXN_001899,2024-08-01,CUST_1689,1853.5,Office Supplies,East,Cash,Marketing Agency Ltd
TXN_002115,2024-08-01,CUST_2929,1783.5,Marketing,South,Card,
TXN_002162,2024-08-01,CUST_9266,693.75,IT Services,East,Direct Debit,Software Vendor
TXN_002490,2024-08-01,CUST_3261,838.07,Legal,West,Cash,Tech Solutions Ltd
TXN_003043,2024-08-01,CUST_7589,57.85,Marketing,West,Card,Marketing Agency Ltd
TXN_003445,2024-08-01,CUST_7864,826.96,IT Services,West,Transfer,Industrial Supply Co
TXN_003834,2024-08-01,CUST_7231,206.28,,East,Transfer,City Hotel
TXN_004021,2024-08-01,CUST_2717,1741.09,Maintenance,West,Direct Debit,British Airways
TXN_004401,2024-08-01,CUST_4406,904.7,IT Services,East,Cash,City Hotel
TXN_005314,2024-08-01,CUST_8798,,Consulting,South,Direct Debit,Office Depot
TXN_006360,2024-08-01,CUST_1074,473.44,Travel,West,Cash,Learning Academy
TXN_006484,2024-08-01,CUST_4257,1171.3,IT Services,East,Cash,City Hotel
TXN_006608,2024-08-01,CUST_1920,689.13,Consulting,West,Transfer,Learning Academy
TXN_006851,2024-08-01,CUST_3413,191.74,Maintenance,North,Transfer,Stationary World
TXN_006983,2024-08-01,CUST_9648,1038.24,Maintenance,South,Cash,
TXN_006987,2024-08-01,CUST_8595,1283.74,Equipment,East,Cash,Stationary World
TXN_007561,2024-08-01,CUST_4621,925.66,Equipment,East,Direct Debit,Legal Advisors
TXN_007835,2024-08-01,CUST_3801,1112.61,Maintenance,North,Transfer,Maintenance Services
TXN_007920,2024-08-01,CUST_2785,1664.64,Office Supplies,North,Transfer,Maintenance Services
TXN_008293,2024-08-01,CUST_1632,382.77,Office Supplies,East,Direct Debit,City Hotel
TXN_008331,2024-08-01,CUST_9118,1955.78,consulting,East,Direct Debit,Advisory Partners
TXN_008448,2024-08-01,CUST_5354,777.61,maintenance,West,Transfer,Conference Center
TXN_008758,2024-08-01,CUST_6724,613.02,Marketing,North,Transfer,British Airways
TXN_008824,2024-08-01,CUST_2673,522.21,,West,Direct Debit,Software Vendor
